UNIT_NO,DIVISION,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,CATEGORY_CLASS,CATEGORY_GROUP,CATEGORY_GROUP_DESC,UNIT_TYPE,FUEL_PRODUCT,AGE,EXPECTED_LIFE(YR),IN_SERVICE_DATE,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,MAINTENENACE_LOCATION_NAME,PARK_LOCATION,PARK_LOCATION_NAME,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,TECH_SPEC,TECH_SPEC_DESC
041208,MUNICIPAL LICENSING & STDS,2016.0,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,7.68812966133942,8.0,42332.0,Active Unit,,MS1260,MS1260,DISCO GARAGE,005581,399 THE WEST MALL,V1.5UND,BYAC---8,041FORDUN16,AWD SPORT UTILITY VEHICLE
095131,TORONTO HOUSING COMPANY,2015.0,dodge,CARAVAN C/V,3MZ2TEUZZZ,VAN-MINICARGO CL2 4X2 8Y UNLEAD,CLASS2,VAN-PASS,VAN - PASSENGER,LIGHT DUTY,UNLEADED,8.57306116818874,8.0,42009.0,Active Unit,,10000174,10000174,FINCH GARAGE,,,V1.5OVR,BYAC---8,095DODGUN15,MINI CARGO VAN C/V RAM
379043,"PARKS, FORESTRY & RECREATION",2018.0,YAMAHA,2 SEATER,GUZATEUZZZ,GM-UTILITY-CARTS <10HP 4X2 8Y UNLEAD,43140.0,2018 GAS POWERED GOLF CART,STANDARD,OFF-ROAD,unleaded,5.47443103120244,EASTERN GARAGE,Active Unit,Active Unit,P07649,,1160.0,,,,700.0,006155,NO_PM,0.0
285024,FLEET SERVICES,2002.0,ATLAS,XAS96JD,ACZIZWDZZZ,APP-COMPRESSOR 71-80HP 12Y DIESEL,12.0,285ATLADI02,TRAILER MOUNTED AIR COMPRESSOR,OTHER,DIESEL,20.5315068493151,,EASTERN GARAGE,Active Unit,TW6015,FL7009,,Unit SOLD,,,0.0,6300.0,STANDARD,H6AC----
112198,TORONTO PUBLIC LIBRARY,2008.0,DODGE,SPRINTER3500,3OM3TWDHZZ,VAN-1T-CARGO-MR CL3 4X2 12Y DIESEL SH,CLASS3,VAN-1TON,VAN - 1 TON,MEDIUM DUTY,DIESEL,14.6799104832572,12.0,39780.0,Active Unit,,10000302,10000302,ELLESMERE GARAGE,3892-1,1076 ELLESMERE RD,V1.5OVR,O6AD---8,112DODGDI08,MOBILE LIBRARY VAN
204035,TORONTO WATER,2019.0,INTERNATIO,HV 607,1WS8NWDZZZ,TRK-SEWER-SC CL8 6X4 12Y DIESEL,CLASS8,TRUCK-SEWER,TRUCK - SEWER,HEAVY DUTY,DIESEL,3.58675979832572,12.0,43829.0,Active Unit,Y,TW2015,TW2015,FINCH GARAGE,001984,30 NORTHLINE RD,V8.25UND,B6AD---9,204INTEDI20,"2020 International HV607, 6x4, with Vactor Prodigy Vacuum Hydro Excavation Body (9 cu yd)"
396407,"PARKS, FORESTRY & RECREATION",2015.0,TORO,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI15,OFF-ROAD,DYED DIESEL,7.91552692161339,10.0,42249.0,Active Unit,,P00267,P00267,ELLESMERE GARAGE,3079 BIRCHMOUNT RD,,NO_PM_HR,0.0,2015 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,STANDARD
076038,"PARKS, FORESTRY & RECREATION",2015.0,FORD,F350,5OC3FTDDPZ,PU-1T-CC CL3 4X4 10Y DIESEL DMPPL,CLASS3,PICKU-1TON,PICKUP - 1 TON,MEDIUM DUTY,DIESEL,8.56758171613394,10.0,42011.0,Active Unit,,P00271,P00271,EASTERN GARAGE,001984,30 NORTHLINE RD,V1.5UND,B6AD---8,076FORDDI15-2,4X4 CREW CAB PICKUP TRUCK DMPPL
001141,MUNICIPAL LICENSING & STDS,2020.0,CHEVROLET,SPARK LS,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN - PASSENGER,001CHEVUN20,LIGHT DUTY,UNLEADED,3.26073240106545,8.0,43948.0,Active Unit,,MS1360,MS1360,EASTERN GARAGE,1530 MARKHAM RD,,BYAC---8,160000.0,2020 CHEVROLET SPARK LS 4 DOOR HATACHBACK,V1UND
223083,SOLID WASTE MANAGEMENT,2018.0,FREIGHTLNR,M2 106,9SY7TSDZZZ,PACK-SIDEL-16CUYD CL7 4X2 6Y DIESEL,CLASS7,TRUCK-SLOAD,TRUCK - SIDE LOADER,HEAVY DUTY,DIESEL,5.6141570585997,,43089.0,Replacement Program,,SW0715,SW0715,BOOTH GARAGE,000520,433 EASTERN AVE,V8UND,B6AD---9,223FREIDI18,CONVENTIONAL CHASSIS WITH HAUL-ALL 16 CU.YD MANUAL SIDE LOAD SPLIT 45/55 PACKER BODY
269086,TORONTO WATER,2022.0,VERMAC,ST-48150,ARZZ1WZZZZ,APP-ARROW-BOARD SINGLE AXLE 12Y,EASTERN GARAGE,2023 VERMAC ST-4815-O TRAILER MOUNTED TC-12 ARROWBOARD,STANDARD,PRODUCT N/A,,OTHER,Inactive Unit,,Active Unit,,0.0,6.86916666666667,TW2015,,,0.0,001984,NC------,0.0
045074,TRANSPORTATION SERVICES,2014.0,DODGE,RAM 1500,5HE2FTUEZZ,PU-1/2T-EC CL2 4X4 10Y UNLEAD TC12B,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,8.8141570585997,10.0,41921.0,Active Unit,,TS6040,TS6040,DISCO GARAGE,005559,320 BERING AVE,V1.5UND,BYAC---8,045DODGUN14,4WD EXT. CAB PICKUP TRUCK WITH TC-12 ARROWBOARD
112385,MUNICIPAL LICENSING & STDS,2016.0,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,6.77032144216134,10.0,42667.0,Active Unit,,MS5048,MS5048,DISCO GARAGE,002726,146 THE EAST MALL,V1.5UND,BYAC---8,112FORDUN16,THREE QUARTER TON CARGO VAN W/ TAS INTERIOR OUTFIT
175052,"PARKS, FORESTRY & RECREATION",2011.0,FREIGHTLNR,M2 106,1DS8TWDZZZ,TRK-DUMP-SC CL8 4X2 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,heavy duty,DIESEL,12.0141570585997,12.0,40753.0,REDEPLOYED Unit,,FL7009,P13472,FINCH GARAGE,004447,140 BENTWORTH AVE,V5.5UND,O6AD---9,175FREIDI11,SINGLE AXLE DUMP TRUCK
378366,TORONTO WATER,2023.0,JOHN DEERE,XUV835M,GUZFFEUZZZ,GM-UTILITY-CARTS 51-60HP 4X4 8Y UNLEAD,8.0,GROUND-UTILITY CARTS,378JOHNUN23,OFF-ROAD,UNLEADED,0.397718702435312,,EASTERN GARAGE,Active Unit,TW2055,TW2055,,Active Unit,,,NO_PM_HR,0.0,2023 JOHN DEERE XUV835M 4X4 GATOR UTILITY VEHICLE,STANDARD
267103,"PARKS, FORESTRY & RECREATION",2008.0,R & P,L-2,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,15.0,,267RPNA08A,OTHER,,14.7867597983257,,FINCH GARAGE,Active Unit,P00409,P00409,,Active Unit,,,ND------,0.0,22FT. TANDEM AXLE TRAILER WITH BEAVERTAIL,STANDARD
CLAW20,TRANSPORTATION SERVICES,2022.0,CRAIG BOXER BUCKET,WL-CBX,HUZZZWZZZZ,ATT-CLAW-BUCKET 12Y,12.0,ATTACHMENT-CLAW BUCKET,CLAWATT22,OTHER,,0.822376236681887,,INGRAM GARAGE,Active Unit,TS6020,TS6020,,Active Unit,320 BERING AVE,,NONMETER,0.0,Leaf Claw Attachment  - 1.75 yd Craig Boxer Bucket,STANDARD
285061,SOLID WASTE MANAGEMENT,2012.0,SULLAIR,185DPQ -CAT,HCZFZWDZZZ,ATT-VM-COMPRESSOR 51-60HP 12Y DIESEL,ATTACHMENT,ATT-COMPR,ATTACHMENT-VEHICLE MOUNTED COM,OTHER,DIESEL / DYED DIESEL,10.6141570585997,12.0,41264.0,Active Unit,,CSW3121804,SW0011,FINCH GARAGE,5464-1,75 VANLEY CRES,STANDARD,H6AC----,285SULLDI12,185CFM TRAILER MOUNTED COMPRESSOR
020037,MUNICIPAL LICENSING & STDS,2019.0,CHEVROLET,CRUZE,7CZ1TEUZZZ,PASS-COMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,  UNLEADED ,4.58402007229833,8.0,43465.0,Active Unit,,MS1200,MS1212,EASTERN GARAGE,005581,399 THE WEST MALL,V1UND,BYAC---8,020CHEVUN19,"2019 Chevrolet Cruze LT - 6AT, 4-Door Compact Sedan"
378076,FLEET SERVICES,2005.0,JOHN DEERE,4X2 GATOR,GUZATEUZZZ,GM-UTILITY-CARTS <10HP 4X2 8Y UNLEAD,8.0,378JOHNUN05,4X2 UTILITY GATOR,OFF-ROAD,UNLEADED,17.4438356164384,,EASTERN GARAGE,Active Unit,TS6020,FL7009,,Unit SOLD,,,0.0,700.0,STANDARD,NO_PM
112394,ENGINEERING & CONSTR. SERVICES,2017.0,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,5.13744472983257,10.0,43263.0,Active Unit,,ECS640,ECS640,ELLESMERE GARAGE,005680,18 DYAS RD,V1.5UND,BYAC---8,112FORDUN17,THREE QUARTER TON CARGO VAN
003263,TORONTO WATER,2020.0,CHEVROLET,BOLT EV,7SZ1TEEZZZ,PASS-SUBCOMP CL1 4X2 8Y ELECT,8.0,SEDAN - PASSENGER,003CHEVEL20,LIGHT DUTY,ELECTRIC,3.34566390791476,,EASTERN GARAGE,Active Unit,TW7075,TW7075,ZERO EMISSION - ELECTRIC VEHICLE,Active Unit,235 COTTINGHAM ST,,OC-----8,160000.0,ELECTRIC 5-DOOR HATCHBACK SEDAN,V1UND
188064,TORONTO WATER,2021.0,INTERNATIO,HV 607,1DS8NWDZZZ,TRK-DUMP-SC CL8 6X4 12Y DIESEL,CLASS8,TRUCK-DUMP,TRUCK - DUMP,HEAVY DUTY,diesel,2.63881459284627,12.0,44175.0,Active Unit,,TW2015,TW2015,EASTERN GARAGE,001984,30 NORTHLINE RD,V5UND,B6AD---9,188INTEDI21,"International HV607 Cab and Chassis, 6x4 - Tandem Axle w/ 15ft Heated Dump Body"
050038,FLEET SERVICES,2017.0,DODGE,RAM 1500,5HC2FTUZZZ,PU-1/2T-CC CL2 4X4 10Y UNLEAD,CLASS2,PICKU-1/2T,PICKUP - 1/2 TON,LIGHT DUTY,UNLEADED,5.86073240106545,10.0,42999.0,Active Unit,,FL4001,FL4001,ELLESMERE GARAGE,003892,1050 ELLESMERE RD,STANDARD,BYAC---8,050DODGUN17,4WD CREW CAB PICKUP TRUCK
347023,TRANSPORTATION SERVICES,2010.0,R.P.M. TEC,LM220,WBZOZIDZZZ,WM-SNOW-BLOWER >260HP 15Y DIESEL,WINTERMAIN,WM-BLOW,WINTER-MAIN-SNOW BLOWER,OFF-ROAD,DIESEL,12.5018282914764,15.0,40575.0,Active Unit,,TS6000,TS6000,ELLESMERE GARAGE,003892,1050 ELLESMERE RD,STANDARD,HYE1S---,347RPMDI10,ENGINE POWERED SNOW BLOWER
001043,TORONTO HOUSING COMPANY,2009.0,HYUNDAI,ACCENT,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN - PASSENGER,001HYUNUN09,LIGHT DUTY,UNLEADED,14.0,8.0,41221.0,Unit is totaled,,10000174,10000174,ELLESMERE GARAGE,,,00,160000.0,2 DOOR HATCHBACK,STANDARD
376039,"PARKS, FORESTRY & RECREATION",2007.0,ZAMBONI,440,ISZGZTCZZZ,ICE-RESURF 61-70HP 10Y CNG,10.0,376ZAMBNG07,RIDING TYPE ICE RESURFACER,OFF-ROAD,NATURAL GAS,,,FINCH GARAGE,Active Unit,FL7009,P01199,NATURAL GAS,REDEPLOYED Unit,,,0.0,4900.0,STANDARD,NO_PM
378276,"parks, forestry & recreation",2017.0,TORO,HDX,GUZCFEUZZZ,GM-UTILITY-CARTS 21-30HP 4X4 8Y UNLEAD,GROUND,,378TOROUN17,OFF-ROAD,UNLEADED,5.99771870243531,8.0,42949.0,ACTIVE UNIT,,P07647,P07645,ELLESMERE GARAGE,781 VICTORIA PARK AVE,,NO_PM_HR,0.0,2017 TORO HDX,STANDARD
396357,"PARKS, FORESTRY & RECREATION",2013.0,JOHN DEERE,1445 II,GMZDFTDZZZ,GM-MOWER 31-40HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396JOHNDI13,OFF-ROAD,DIESEL / DYED DIESEL,10.2579926750381,10.0,41394.0,Active Unit,,P00404,P00404,FINCH GARAGE,5720 BATHURST ST,,NO_PM_HR,0.0,"31 HP 4WD, 72"" FRONT-MOUNT RIDE-ON ROTARY MOWER",STANDARD
073093,FLEET SERVICES,2009.0,FORD,F350,5OW3TTDDZZ,PU-1T-CC-LB CL3 4X2 10Y DIESEL DUMP,CLASS3,PICKU-1TON,PICKUP - 1 TON,medium duty,DIESEL,13.7894995243531,10.0,40105.0,Unit at auction to be sold,,P00069,FL7009,BOOTH GARAGE,000520,433 EASTERN AVE,STANDARD,B6AD---8,073FORDDI09A,CREW CAB PICKUP TRUCK 2WD WITH 8FT. BOX AND SLIDE-IN DUMP BO
003110,FLEET SERVICES,2010.0,FORD,FUSION HYBRI,7MZ1TENZZZ,PASS-MS CL1 4X2 8Y HYBUN,CLASS1,SEDAN - PASSENGER,003FORDUN10,LIGHT DUTY,UNLEADED,12.5315068493151,8.0,40380.0,Unit SOLD,,FL7009,FL7009,EASTERN GARAGE,,,OYAC---8,160000.0,GAS/ELECTRIC HYBRID 4-DOOR SEDAN,STANDARD
095093,TORONTO PUBLIC LIBRARY,2012.0,FORD,TRANSIT CONN,3MZ1TEUZZZ,VAN-MINICARGO CL1 4X2 8Y UNLEAD,CLASS1,VAN-PASS,VAN - PASSENGER,LIGHT DUTY,UNLEADED,10.9621022640791,8.0,41137.0,Replacement Program,,10000302,10000302,FINCH GARAGE,005898,120 MARTIN ROSS AVE,V1.5OVR,BYAC---8,095FORDUN12,MINI CARGO VAN
323130,TORONTO WATER,2022.0,CASE,21FXT,CLZFFWDZZZ,CON-ART-LOADER 51-60HP 4X4 12Y DIESEL,12.0,CONSTRUCT-ARTICULATED LOADER,323CASEDI22A,OFF-ROAD,DIESEL / DYED DIESEL,0.282650209284627,,DISCO GARAGE,Active Unit,CFL038-17,TW2020,,Active Unit,435 KIPLING AVE,,H6AC----,0.0,2022 CASE 21FXT COMPACT WHEEL LOADER,STANDARD
376076,"PARKS, FORESTRY & RECREATION",2013.0,ZAMBONI,445,ISZGZTCZZZ,ICE-RESURF 61-70HP 10Y CNG,10.0,376ZAMBNG13,845 L CAPACITY RIDE-ON ICE RESURFACER,OFF-ROAD,NATURAL GAS,9.73744472983257,,FINCH GARAGE,Active Unit,P03027,P03028,NATURAL GAS,Active Unit,,,0.0,4900.0,STANDARD,NO_PM
063096,SOLID WASTE MANAGEMENT,2019.0,FORD,F250,5TC2TVDZZZ,PU-3/4T-CC CL2 4X2 7Y DIESEL,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,DIESEL,4.68812966133942,7.0,43427.0,Active Unit,,SW0718,SW0718,YONGE GARAGE,003892,1050 ELLESMERE RD,V1.5UND,B6AD---8,063FORDDI19B,"Ford F-250, 2WD, Crew Cab with Slide-In Steel Tipster (7 years)"
067133,TORONTO WATER,2022.0,CHEVROLET,SILVERADO 2500,5TW2FTUOZZ,PU-3/4T-CC-LB CL2 4X4 10Y UNLEAD PLG,CLASS2,PICKU-3/4T,PICKUP - 3/4 TON,LIGHT DUTY,UNLEADED,0.381280346270928,10.0,44999.0,Active Unit,,TW2055,TW2055,EASTERN GARAGE,005154,545 COMMISSIONERS ST,V1.5UND,B6AD---8,067CHEVUN22,"2022 Chevrolet Silverado 2500HD 4WD Crew Cab, Long Box with Power Liftgate"
322104,"PARKS, FORESTRY & RECREATION",2021.0,CASE,580SN,CBZJFWDUZZ,CON-BACKHOE 81-100HP 4X4 12Y DIESEL HAMMER,CONSTRUCT,CON-BACKHOE,,OFF-ROAD,DIESEL / DYED DIESEL,0.457992675038052,12.0,44971.0,Active Unit,,P00833,P00833,ELLESMERE GARAGE,003896,70 NASHDENE RD,STANDARD,H6AC----,322CASEDI22,2022 95 HP CASE 580SN LOADER BACKHOE
112442,ENGINEERING & CONSTR. SERVICES,2019.0,FORD,TRANSIT 250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,4.5073077435312,10.0,43493.0,Active Unit,,ECS640,ECS640,ELLESMERE GARAGE,005680,18 DYAS RD,V1.5UND,BYAC---8,112FORDUN19,THREE QUARTER TON CARGO VAN
041088,fleet services,2010.0,FORD,ESCAPE HYBRI,7UZ1FENZZZ,PASS-SUV CL1 4X4 8Y HYBUN,CLASS1,SEDAN - PASSENGER,041FORDUN10,LIGHT DUTY,UNLEADED,13.1397260273973,8.0,40158.0,Unit SOLD,,TW6015,FL7009,EASTERN GARAGE,545 COMMISSIONERS ST,,BYAC---8,160000.0,GAS/ELECTRIC HYBRID SUV 4WD,STANDARD
396418,"PARKS, FORESTRY & RECREATION",2015.0,TORO,3280D,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI15,OFF-ROAD,DYED DIESEL,7.91552692161339,10.0,42249.0,Active Unit,,P00272,P00272,ELLESMERE GARAGE,451 BRIMLEY RD,,NO_PM_HR,0.0,2015 TORO 3280 GROUNDMASTER 72IN FRONT DECK  ROTARY MOWER,STANDARD
206101,SOLID WASTE MANAGEMENT,2020.0,FREIGHTLNR,CASCADIA 125,1TS8NTDZZZ,TRK-TRACTOR-SC CL8 6X4 10Y DIESEL,CLASS8,TRUCK-TRACT,TRUCK - TRACTOR,HEAVY DUTY,DIESEL,3.65799267503805,10.0,43803.0,Active Unit,,SW0709,SW0709,FLEET MAINTENANCE HAULAGE,005449,50 INGRAM DR,SW-TDO,B6AD---9,206FREIDI20,2019 FRIGHTLINER TANDEM AXLE HIGH WAY TRACTOR WITH FIFTH WHEEL
112433,TORONTO WATER,2018.0,FORD,TRANSIT 250,3TT2TTUZZZ,VAN-3/4T-CARGO-EXTBDY-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,4.88812966133942,10.0,43354.0,Active Unit,,TW6050,TW6050,FINCH GARAGE,004426,1026 FINCH AVE W,V1.5UND,BYAC---8,112FORDUN18B,THREE QUATER TON CARGO VAN LONG BODY
204030,TORONTO WATER,2019.0,INTERNATIO,MV SERIES,1WS6TWDZZZ,TRK-SEWER-SC CL6 4X2 12Y DIESEL,CLASS6,TRUCK-SEWER,TRUCK - SEWER,HEAVY DUTY,DIESEL,4.05525294901065,12.0,43658.0,Active Unit,,TW2025,TW2025,FINCH GARAGE,004426,1026 FINCH AVE W,V8UND,B6AD---9,204INTEDI19,Vactor 2103 Plus PD Sewer Cleaner Mounted on International MV 4x2 Chassis
347029,TRANSPORTATION SERVICES,2010.0,R.P.M. TEC,LM220,WBZOZIDZZZ,WM-SNOW-BLOWER >260HP 15Y DIESEL,WINTERMAIN,WM-BLOW,WINTER-MAIN-SNOW BLOWER,OFF-ROAD,DIESEL,12.485389935312,15.0,40581.0,Active Unit,,TS6030,TS6030,FINCH GARAGE,002990,64 MURRAY RD,STANDARD,HYE1S---,347RPMDI10,ENGINE POWERED SNOW BLOWER
001076,MUNICIPAL LICENSING & STDS,2016.0,NISSAN,VERSA NOTE,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,6.78949952435312,,42660.0,Active Unit,,MS1210,MS1210,ELLESMERE GARAGE,005763,1530 MARKHAM RD,V1UND,BYAC---8,001NISSUN16,5-DOOR HATCHBACK SUBCOMPACT SEDAN
041299,TRANSPORTATION SERVICES,2018.0,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,unleaded,4.6114173325723,8.0,43455.0,Active Unit,,TS6050,TS6050,BOOTH GARAGE,002990,64 MURRAY RD,V1.5UND,BYAC---8,041FORDUN18,Ford Escape AWD Sport Utility Vehicle
041349,fleet services,2020.0,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,CLASS1,SEDAN - PASSENGER,041CHEVUN20,LIGHT DUTY,UNLEADED,3.44703377092846,8.0,43880.0,Active Unit,,TS6020,FL7009,FINCH GARAGE,674 MARKHAM ST,,BYAC---8,160000.0,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,STANDARD
094137,"POLICY, PLANNING, FIN. & ADMIN",2022.0,FORD,TRANSIT CONN,7VZ1TEUZZZ,PASS-MV CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,0.614157058599696,8.0,44914.0,Active Unit,,WE0051,WE0051,EASTERN GARAGE,10010,EASTERN GARAGE,V1UND,BYAC---8,094FORDUN22,2022 Ford Transit Connect XLT Passenger Van Wagon
001133,TORONTO BUILDING,2020.0,CHEVROLET,SPARK LS,7SZ1TEUZZZ,PASS-SUBCOMP CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,3.16484199010654,8.0,43983.0,Active Unit,,BL0005,BL0005,EASTERN GARAGE,002821,390 THE WEST MALL,V1UND,BYAC---8,001CHEVUN20,2020 CHEVROLET SPARK LS 4 DOOR HATACHBACK
250510,SOLID WASTE MANAGEMENT,2022.0,TITAN,53-3-TW-WF,4ORH3TZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXLE 10Y,Inactive Unit,SW-TRAIL,0.0,,,OTHER,,SW0709,Active Unit,0.0,0.5,TRL-VAN/TANK,SW0709,,,3350 VICTORIA PARK AVE,,0.0,005468
396534,"PARKS, FORESTRY & RECREATION",2020.0,TORO,3200,GMZCFTDZZZ,GM-MOWER 21-30HP 4X4 10Y DIESEL,GROUND,GROUND-MOWER,396TORODI20,OFF-ROAD,diesel / dyed diesel,2.94566390791476,10.0,44063.0,active unit,,P00264,P00264,ELLESMERE GARAGE,360 MORNINGSIDE AVE,,NO_PM_HR,0.0,2020 TORO 3200 72IN OUTFRONT MOWER,STANDARD
CLAW23,TRANSPORTATION SERVICES,2022.0,CRAIG BOXER BUCKET,WL-CBX,HUZZZWZZZZ,ATT-CLAW-BUCKET 12Y,12.0,CLAWATT22,Leaf Claw Attachment  - 1.75 yd Craig Boxer Bucket,OTHER,,0.822376236681887,,EASTERN GARAGE,Active Unit,TS6020,TS6020,,Active Unit,,,0.0,0.0,STANDARD,NONMETER
301002,TRANSPORTATION SERVICES,2003.0,WACKER,LTC4L,AIZB1IDZZZ,APP-LIGHT-TOWER 11-20HP SINGLEAXLE 15Y DIESEL,15.0,301WACKDI03,TRAILER MOUNTED LIGHT TOWER,OTHER,DIESEL,19.5758008942161,,DISCO GARAGE,Active Unit,TS6030,TS6030,,Replacement Program,,,0.0,1400.0,STANDARD,H6AC----
395025,"PARKS, FORESTRY & RECREATION",2009.0,TORO,3150,GMZBHTUZZZ,GM-MOWER 11-20HP 3x2 10Y UNLEAD,10.0,395TOROUN09,18 HP 3WD RIDE-ON REEL TYPE TRIPLEX GREENS MOWER,off-road,UNLEADED,14.1292255517504,,DISCO GARAGE,Active Unit,P07648,P07648,,Active Unit,,,0.0,1400.0,STANDARD,NO_PM_HR
112322,FACILITIES MGMT & REAL ESTATE,2012.0,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,CLASS2,VAN-3/4T,VAN - 3/4 TON,LIGHT DUTY,UNLEADED,11.6881296613394,10.0,40872.0,Replacement Program,,FA2311,FA2311,EASTERN GARAGE,000902,786 DUNDAS ST E,V1.5OVR,BYAC---8,112FORDUN12-4,THREE QUARTER TON CARGO VAN
8-00-08,TOR & REGION CONSERVATION AUTH,1999.0,GMC,TF7B042,1KS7TWDZZZ,TRK-CHPR-ARL-SC CL7 4X2 12Y DIESEL,12.0,TRCA-GMCDI99,TILT CAB STAKE TRUCK,HEAVY DUTY,DIESEL,18.6525132229833,,DISCO GARAGE,Active Unit,TRCA,TRCA,,Active Unit,,,250000.0,10000.0,STANDARD,NO_PM
003235,TORONTO WATER,2019.0,CHEVROLET,IMPALA,7FZ1TEUZZZ,PASS-FS CL1 4X2 8Y UNLEAD,CLASS1,SEDAN-PASS,SEDAN - PASSENGER,LIGHT DUTY,UNLEADED,4.59497897640791,8.0,43461.0,Active Unit,,TW5020,TW5020,FINCH GARAGE,005331,2126 KIPLING AVE,V1UND,BYAC---8,003CHEVUN19,FULL SIZE 4-DOOR SEDAN
194041,TORONTO PUBLIC LIBRARY,2020.0,FREIGHTLNR,M2 106,1BS6TEDOZZ,TRK-CUBE-SC CL6 4X2 8Y DIESEL PLG,CLASS6,TRUCK-CUBE,TRUCK - CUBE,HEAVY DUTY,DIESEL,3.21689678462709,8.0,43964.0,  Active Unit ,,10000302,10000302,ELLESMERE GARAGE,3892-1,1076 ELLESMERE RD,V3UND,B6AD---8,194FRIGDI20,2020 FREIGHTLINER M2 106 WITH 18 FT CUBE VAN BODY
329013,EXHIBITION PLACE,2002.0,HYSTER,HX65XM,LFZFTILZZZ,LIFT-FORKLIFT 51-60HP 4X2 15Y LPG,37994.0,6500LB PROPANE POWERED FORKLIFT,STANDARD,OFF-ROAD,propane,19.5730611681887,CANADIAN NATIONAL EXHIBITION,Active Unit,Active Unit,10000336,PROPANE GAS,1160.0,,,,4200.0,,NONMETER,0.0
047059,FLEET SERVICES,2011.0,FORD,RANGER,5CE1FTUZZZ,PU-COMP-EC CL1 4X4 10Y UNLEAD,CLASS1,PICKU-COMP,PICKUP - COMPACT,LIGHT DUTY,  UNLEADED ,12.7013698630137,10.0,40437.0,Unit SOLD,,P00068,FL7009,EASTERN GARAGE,000520,433 EASTERN AVE,STANDARD,BYAC---8,047FORDUN11,4WD EXTENDED CAB COMPACT PICKUP TRUCK
048003,SOLID WASTE MANAGEMENT,2006.0,DODGE,RAM 1500,5HW2TTUZZZ,PU-1/2T-CC-LB CL2 4X2 10Y UNLEAD,CLASS2,PICKUP - 1/2 TON,048DODGUN06,LIGHT DUTY,UNLEADED,17.6634721270928,10.0,38691.0,Unit is totaled,,FL7009,SW0718,FINCH GARAGE,,,00,180000.0,CREWCAB PICKUP WITH 8FT. BOX,STANDARD
